class,cap-shape,cap-surface,cap-color,odor,spore-print-color,population,,,,
edible,bell,smooth,yellow,anise,brown,scattered,,,,
edible,flat,scaly,brown,almond,brown,scattered,,,,
edible,convex,smooth,yellow,almond,brown,scattered,,,,
edible,convex,fibrous,brown,none,black,solitary,,,,
edible,flat,scaly,yellow,almond,brown,solitary,,,,
edible,convex,scaly,brown,almond,brown,solitary,,,,
edible,convex,smooth,white,almond,black,scattered,,,,
poisonous,convex,scaly,white,pungent,black,scattered,,,,
edible,flat,scaly,brown,anise,black,solitary,,,,
poisonous,flat,smooth,brown,pungent,black,scattered,,,,
edible,convex,fibrous,white,none,black,scattered,,,,
edible,bell,scaly,white,almond,black,scattered,,,,
edible,sunken,fibrous,brown,none,black,several,,,,
edible,convex,scaly,yellow,anise,brown,scattered,,,,
edible,flat,smooth,white,almond,purple,several,,,,
edible,convex,smooth,yellow,almond,black,scattered,,,,
edible,flat,fibrous,gray,none,black,scattered,,,,
poisonous,convex,scaly,white,pungent,brown,scattered,,,,
edible,convex,scaly,yellow,almond,black,scattered,,,,
edible,flat,fibrous,brown,none,black,abundant,,,,
edible,convex,smooth,white,almond,black,scattered,,,,
edible,bell,scaly,yellow,anise,brown,scattered,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,fibrous,yellow,anise,purple,several,,,,
edible,convex,smooth,yellow,almond,brown,numerous,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,brown,scattered,,,,
edible,convex,scaly,yellow,anise,black,scattered,,,,
edible,flat,smooth,white,anise,brown,several,,,,
edible,convex,smooth,yellow,anise,black,scattered,,,,
edible,flat,scaly,yellow,almond,black,solitary,,,,
poisonous,convex,scaly,brown,pungent,black,several,,,,
edible,convex,fibrous,white,anise,purple,several,,,,
edible,convex,smooth,white,anise,black,numerous,,,,
edible,convex,scaly,yellow,almond,brown,numerous,,,,
edible,bell,smooth,yellow,almond,brown,scattered,,,,
edible,convex,smooth,yellow,almond,purple,several,,,,
edible,convex,smooth,yellow,almond,purple,several,,,,
edible,convex,fibrous,white,none,black,scattered,,,,
edible,bell,smooth,white,almond,brown,scattered,,,,
poisonous,convex,scaly,white,pungent,black,several,,,,
edible,convex,scaly,yellow,almond,brown,numerous,,,,
edible,flat,smooth,gray,none,black,scattered,,,,
poisonous,convex,smooth,brown,pungent,brown,scattered,,,,
edible,bell,scaly,white,almond,black,numerous,,,,
edible,convex,smooth,white,almond,black,numerous,,,,
edible,flat,fibrous,yellow,anise,brown,several,,,,
edible,convex,smooth,yellow,almond,black,numerous,,,,
edible,bell,scaly,white,anise,black,numerous,,,,
edible,convex,scaly,brown,almond,brown,solitary,,,,
edible,convex,smooth,yellow,anise,brown,scattered,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,convex,smooth,yellow,anise,brown,scattered,,,,
edible,convex,scaly,yellow,anise,brown,solitary,,,,
poisonous,convex,smooth,brown,pungent,brown,scattered,,,,
edible,convex,smooth,white,almond,brown,numerous,,,,
edible,convex,smooth,yellow,almond,brown,scattered,,,,
edible,convex,scaly,white,anise,black,numerous,,,,
edible,convex,scaly,yellow,almond,brown,solitary,,,,
edible,flat,scaly,yellow,almond,black,scattered,,,,
edible,convex,scaly,white,almond,brown,scattered,,,,
edible,sunken,fibrous,gray,none,black,several,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,sunken,fibrous,gray,none,black,several,,,,
edible,convex,scaly,white,almond,black,numerous,,,,
poisonous,convex,smooth,white,pungent,black,scattered,,,,
edible,convex,smooth,gray,none,black,scattered,,,,
edible,convex,scaly,yellow,anise,black,scattered,,,,
poisonous,convex,scaly,white,pungent,brown,scattered,,,,
edible,convex,smooth,yellow,almond,black,numerous,,,,
poisonous,convex,smooth,brown,pungent,black,several,,,,
edible,bell,smooth,yellow,anise,black,numerous,,,,
edible,bell,scaly,white,anise,black,scattered,,,,
poisonous,convex,scaly,white,pungent,brown,scattered,,,,
poisonous,convex,smooth,brown,pungent,black,scattered,,,,
edible,convex,smooth,gray,none,brown,abundant,,,,
edible,convex,scaly,brown,anise,brown,solitary,,,,
edible,flat,fibrous,white,none,brown,abundant,,,,
edible,flat,scaly,brown,anise,brown,scattered,,,,
edible,bell,scaly,white,anise,black,scattered,,,,
edible,bell,smooth,white,almond,black,numerous,,,,
edible,convex,smooth,gray,none,brown,scattered,,,,
edible,flat,scaly,brown,almond,black,solitary,,,,
edible,convex,smooth,white,anise,black,scattered,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,flat,smooth,brown,none,brown,abundant,,,,
edible,convex,fibrous,gray,none,brown,scattered,,,,
edible,flat,smooth,white,none,black,abundant,,,,
poisonous,convex,smooth,white,pungent,brown,scattered,,,,
edible,convex,scaly,yellow,anise,black,scattered,,,,
edible,bell,smooth,white,anise,black,scattered,,,,
edible,flat,fibrous,gray,none,black,abundant,,,,
edible,bell,scaly,white,anise,black,scattered,,,,
edible,bell,smooth,yellow,almond,brown,numerous,,,,
edible,sunken,fibrous,gray,none,brown,solitary,,,,
edible,flat,scaly,yellow,anise,black,scattered,,,,
edible,bell,smooth,white,anise,brown,numerous,,,,
edible,convex,fibrous,white,anise,purple,several,,,,
edible,flat,scaly,yellow,almond,black,scattered,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
edible,convex,smooth,white,anise,black,scattered,,,,
edible,flat,fibrous,yellow,anise,purple,several,,,,
edible,sunken,fibrous,gray,none,black,solitary,,,,
edible,bell,scaly,white,almond,brown,scattered,,,,
edible,bell,smooth,white,almond,black,numerous,,,,
edible,flat,fibrous,brown,none,brown,scattered,,,,
edible,bell,scaly,yellow,almond,black,numerous,,,,
edible,convex,fibrous,brown,none,black,several,,,,
edible,convex,scaly,brown,anise,black,scattered,,,,
edible,convex,scaly,brown,almond,brown,scattered,,,,
edible,bell,scaly,yellow,almond,brown,scattered,,,,
edible,flat,scaly,yellow,almond,black,scattered,,,,
edible,convex,scaly,yellow,anise,black,numerous,,,,
edible,convex,smooth,brown,none,black,scattered,,,,
edible,convex,scaly,white,almond,black,scattered,,,,
edible,bell,scaly,yellow,anise,black,numerous,,,,
edible,convex,scaly,brown,almond,brown,solitary,,,,
edible,flat,scaly,brown,anise,black,scattered,,,,
edible,flat,scaly,brown,almond,black,solitary,,,,
edible,flat,scaly,yellow,anise,black,scattered,,,,
edible,convex,smooth,yellow,anise,purple,several,,,,
edible,bell,scaly,white,almond,black,scattered,,,,
edible,bell,smooth,white,anise,black,numerous,,,,
edible,convex,scaly,yellow,almond,black,scattered,,,,
edible,flat,fibrous,white,anise,purple,several,,,,
edible,convex,smooth,yellow,almond,black,scattered,,,,
edible,bell,smooth,yellow,anise,brown,numerous,,,,
edible,flat,scaly,yellow,almond,black,solitary,,,,
poisonous,convex,scaly,brown,pungent,black,scattered,,,,
poisonous,convex,scaly,white,pungent,black,several,,,,
edible,convex,smooth,yellow,anise,brown,scattered,,,,
edible,flat,fibrous,white,none,brown,scattered,,,,
edible,bell,smooth,yellow,almond,black,numerous,,,,
edible,convex,scaly,yellow,anise,black,solitary,,,,
edible,flat,fibrous,gray,none,brown,solitary,,,,
edible,bell,smooth,white,almond,black,scattered,,,,
edible,convex,smooth,white,anise,black,scattered,,,,
poisonous,convex,scaly,brown,pungent,black,scattered,,,,
poisonous,convex,smooth,brown,pungent,brown,scattered,,,,
edible,bell,smooth,white,anise,brown,scattered,,,,
edible,bell,smooth,yellow,almond,brown,numerous,,,,
edible,flat,scaly,brown,almond,brown,scattered,,,,
edible,convex,scaly,yellow,anise,brown,solitary,,,,
edible,flat,scaly,yellow,anise,brown,solitary,,,,
edible,convex,scaly,white,almond,brown,numerous,,,,
edible,convex,smooth,yellow,almond,black,scattered,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,flat,fibrous,brown,none,black,abundant,,,,
edible,convex,fibrous,yellow,anise,purple,several,,,,
edible,flat,scaly,yellow,anise,brown,scattered,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,scaly,brown,anise,brown,solitary,,,,
edible,convex,scaly,yellow,anise,brown,solitary,,,,
edible,bell,smooth,white,almond,black,scattered,,,,
edible,convex,smooth,white,anise,brown,several,,,,
edible,convex,scaly,white,almond,brown,numerous,,,,
edible,convex,fibrous,yellow,almond,purple,several,,,,
edible,bell,smooth,yellow,almond,black,numerous,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,white,almond,black,numerous,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,bell,scaly,white,almond,brown,scattered,,,,
edible,convex,scaly,yellow,anise,black,numerous,,,,
edible,convex,smooth,white,almond,black,scattered,,,,
edible,bell,smooth,yellow,almond,black,scattered,,,,
edible,bell,scaly,white,anise,black,scattered,,,,
edible,convex,scaly,brown,almond,brown,scattered,,,,
edible,flat,smooth,gray,none,brown,abundant,,,,
poisonous,convex,scaly,brown,pungent,brown,scattered,,,,
edible,bell,scaly,white,almond,brown,scattered,,,,
edible,bell,smooth,yellow,almond,brown,scattered,,,,
poisonous,convex,scaly,brown,pungent,black,several,,,,
poisonous,convex,smooth,brown,pungent,brown,several,,,,
edible,flat,smooth,brown,none,brown,abundant,,,,
poisonous,convex,smooth,brown,pungent,black,scattered,,,,
edible,flat,fibrous,gray,none,brown,abundant,,,,
edible,convex,scaly,yellow,anise,black,scattered,,,,
edible,bell,scaly,white,anise,black,numerous,,,,
edible,flat,scaly,yellow,anise,brown,scattered,,,,
edible,flat,scaly,yellow,anise,black,solitary,,,,
edible,bell,scaly,yellow,anise,black,numerous,,,,
edible,sunken,fibrous,brown,none,black,solitary,,,,
edible,convex,smooth,white,almond,brown,numerous,,,,
edible,bell,scaly,yellow,almond,black,numerous,,,,
edible,flat,scaly,yellow,almond,black,scattered,,,,
edible,flat,smooth,brown,none,brown,abundant,,,,
edible,convex,smooth,white,anise,brown,scattered,,,,
edible,bell,scaly,yellow,anise,brown,numerous,,,,
edible,bell,scaly,yellow,anise,black,scattered,,,,
edible,bell,scaly,yellow,almond,brown,scattered,,,,
edible,bell,smooth,white,anise,brown,scattered,,,,
edible,convex,scaly,yellow,almond,black,scattered,,,,
edible,convex,scaly,brown,almond,brown,scattered,,,,
edible,sunken,fibrous,brown,none,black,several,,,,
edible,flat,scaly,brown,almond,brown,scattered,,,,
edible,convex,smooth,white,almond,black,numerous,,,,
edible,flat,smooth,yellow,anise,brown,several,,,,
edible,convex,smooth,brown,none,brown,abundant,,,,
edible,flat,scaly,yellow,almond,black,scattered,,,,
poisonous,convex,scaly,brown,pungent,brown,several,,,,
edible,convex,smooth,white,anise,brown,numerous,,,,
edible,convex,fibrous,white,none,brown,scattered,,,,
edible,bell,smooth,white,almond,brown,scattered,,,,
edible,convex,scaly,white,anise,black,scattered,,,,
edible,flat,scaly,yellow,anise,black,solitary,,,,
edible,convex,fibrous,brown,none,brown,scattered,,,,
poisonous,convex,smooth,white,pungent,brown,scattered,,,,
poisonous,convex,scaly,white,pungent,black,scattered,,,,
edible,convex,scaly,white,anise,black,numerous,,,,
edible,bell,scaly,white,almond,brown,scattered,,,,
edible,convex,fibrous,white,almond,brown,several,,,,
poisonous,convex,scaly,white,pungent,black,scattered,,,,
edible,convex,smooth,white,anise,black,scattered,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,convex,fibrous,brown,none,black,several,,,,
edible,bell,smooth,white,almond,black,scattered,,,,
edible,convex,scaly,brown,almond,black,scattered,,,,
edible,bell,scaly,white,almond,brown,numerous,,,,
edible,flat,scaly,yellow,anise,brown,scattered,,,,
edible,convex,scaly,white,anise,brown,numerous,,,,
edible,bell,scaly,white,anise,brown,scattered,,,,
edible,bell,scaly,white,almond,black,scattered,,,,
poisonous,convex,smooth,brown,pungent,brown,several,,,,
edible,flat,smooth,yellow,almond,purple,several,,,,
edible,convex,scaly,brown,almond,brown,scattered,,,,
edible,bell,smooth,yellow,anise,brown,numerous,,,,
edible,flat,smooth,white,almond,purple,several,,,,
edible,bell,scaly,yellow,anise,black,scattered,,,,
edible,bell,scaly,yellow,almond,brown,numerous,,,,
edible,bell,smooth,yellow,almond,black,numerous,,,,
edible,flat,scaly,yellow,anise,brown,solitary,,,,
edible,convex,smooth,white,none,brown,abundant,,,,
edible,bell,scaly,yellow,almond,brown,numerous,,,,
edible,convex,scaly,brown,almond,black,solitary,,,,
edible,bell,smooth,white,anise,brown,numerous,,,,
edible,flat,scaly,brown,anise,black,solitary,,,,
edible,convex,smooth,white,anise,brown,numerous,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,brown,anise,black,scattered,,,,
edible,flat,fibrous,gray,none,black,abundant,,,,
edible,convex,smooth,white,anise,brown,several,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,bell,scaly,yellow,almond,brown,scattered,,,,
edible,bell,smooth,white,almond,black,numerous,,,,
edible,convex,smooth,white,almond,brown,numerous,,,,
edible,bell,smooth,yellow,anise,brown,scattered,,,,
edible,convex,scaly,yellow,almond,black,numerous,,,,
edible,convex,smooth,yellow,almond,brown,several,,,,
edible,flat,fibrous,gray,none,black,abundant,,,,
edible,convex,scaly,yellow,almond,brown,scattered,,,,
poisonous,convex,scaly,brown,pungent,brown,scattered,,,,
edible,convex,scaly,brown,almond,brown,solitary,,,,
edible,convex,smooth,yellow,anise,brown,numerous,,,,
edible,bell,scaly,white,anise,brown,numerous,,,,
edible,convex,scaly,yellow,almond,black,scattered,,,,
edible,sunken,fibrous,brown,none,black,solitary,,,,
edible,bell,scaly,yellow,anise,black,scattered,,,,
edible,convex,smooth,white,anise,black,scattered,,,,
edible,convex,smooth,white,almond,black,numerous,,,,
poisonous,convex,smooth,brown,pungent,black,several,,,,
edible,convex,fibrous,brown,none,black,several,,,,
edible,convex,scaly,yellow,anise,brown,numerous,,,,
poisonous,convex,scaly,brown,pungent,brown,scattered,,,,
edible,convex,scaly,yellow,anise,black,solitary,,,,
edible,bell,scaly,yellow,anise,brown,scattered,,,,
edible,flat,scaly,brown,anise,black,solitary,,,,
edible,convex,scaly,white,almond,black,numerous,,,,
edible,convex,smooth,yellow,almond,brown,numerous,,,,
poisonous,convex,scaly,brown,pungent,brown,several,,,,
poisonous,convex,scaly,brown,pungent,brown,scattered,,,,
edible,bell,scaly,yellow,anise,black,numerous,,,,
edible,convex,smooth,white,none,black,scattered,,,,
poisonous,convex,smooth,white,pungent,brown,several,,,,
edible,convex,scaly,brown,anise,brown,scattered,,,,
edible,bell,smooth,white,almond,black,numerous,,,,
edible,convex,scaly,yellow,almond,brown,numerous,,,,
poisonous,convex,smooth,brown,pungent,brown,several,,,,
edible,bell,scaly,yellow,anise,black,numerous,,,,
edible,bell,scaly,white,almond,brown,numerous,,,,
edible,flat,scaly,yellow,anise,black,scattered,,,,
edible,bell,scaly,white,almond,black,scattered,,,,
edible,convex,scaly,yellow,almond,black,solitary,,,,
edible,bell,smooth,yellow,anise,brown,scattered,,,,
edible,convex,smooth,yellow,anise,brown,several,,,,
edible,bell,smooth,yellow,almond,black,numerous,,,,
edible,bell,smooth,yellow,almond,black,numerous,,,,
poisonous,convex,scaly,white,pungent,black,several,,,,
poisonous,convex,scaly,white,pungent,brown,several,,,,
poisonous,convex,smooth,brown,pungent,black,several,,,,
edible,convex,smooth,white,almond,black,scattered,,,,
edible,convex,scaly,brown,almond,black,solitary,,,,
edible,convex,scaly,yellow,almond,black,solitary,,,,
edible,convex,smooth,white,almond,brown,several,,,,
edible,bell,scaly,white,anise,brown,numerous,,,,
edible,bell,smooth,yellow,anise,brown,numerous,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,bell,smooth,yellow,almond,black,scattered,,,,
edible,convex,smooth,white,anise,brown,scattered,,,,
edible,convex,scaly,brown,almond,black,scattered,,,,
edible,convex,scaly,yellow,anise,black,scattered,,,,
edible,flat,fibrous,white,anise,brown,several,,,,
edible,flat,fibrous,white,almond,purple,several,,,,
edible,convex,smooth,white,anise,brown,scattered,,,,
edible,flat,smooth,yellow,anise,purple,several,,,,
edible,sunken,fibrous,gray,none,black,several,,,,
edible,flat,fibrous,yellow,almond,brown,several,,,,
edible,convex,scaly,brown,anise,black,solitary,,,,
edible,convex,scaly,yellow,anise,brown,scattered,,,,
edible,convex,scaly,yellow,anise,brown,solitary,,,,
poisonous,convex,smooth,brown,pungent,brown,several,,,,
edible,convex,smooth,yellow,anise,brown,scattered,,,,
poisonous,convex,scaly,white,pungent,brown,scattered,,,,
edible,convex,scaly,yellow,almond,black,scattered,,,,
edible,convex,scaly,white,almond,black,scattered,,,,
edible,flat,smooth,yellow,almond,purple,several,,,,
poisonous,convex,scaly,brown,pungent,brown,several,,,,
edible,bell,smooth,white,almond,brown,scattered,,,,
edible,sunken,fibrous,gray,none,black,solitary,,,,
edible,convex,smooth,yellow,almond,black,numerous,,,,
edible,convex,fibrous,gray,none,brown,scattered,,,,
edible,convex,scaly,yellow,almond,brown,scattered,,,,
